Last,Bid,Ask,Change,Volume,Open Int,IV,Last Trade,Strike,Last,Bid,Ask,Change,Volume,Open Int,IV,Last Trade
403.92,316.7,319.1,0,0,1,23.81%,2/10/2022,4350,263.3,258.1,261.8,67.1,4,11,22.36%,2/11/2022
287.09,300.4,302.8,0,0,0,23.47%,1/28/2022,4375,268.7,266.7,270.4,71.9,64,0,22.02%,2/11/2022
291.39,284.4,286.7,-38.94,27,15,23.12%,2/11/2022,4400,278.82,275.6,279.4,72.82,55,0,21.77%,2/11/2022
279.59,268.6,271,-67.6,1,5,22.77%,2/11/2022,4425,246.96,284.7,288.7,0,0,0,21.32%,2/4/2022
262.9,253.2,255.5,-63.9,1,0,22.42%,2/11/2022,4450,295.7,294.2,297.7,73.5,14,0,20.92%,2/11/2022
247.55,238,240.3,-33.04,1,0,22.06%,2/11/2022,4475,266.1,303.3,308.2,3.99,2,0,20.58%,2/11/2022
224,223.4,225.5,-44.6,208,0,21.68%,2/11/2022,4500,279.9,313.4,318.3,10.28,228,0,20.21%,2/11/2022
242.6,209,211,-9.9,3,0,21.36%,2/11/2022,4525,332.5,323.4,329.3,55.5,16,0,19.85%,2/11/2022
204.84,195,196.9,-8.14,22,0,21.00%,2/11/2022,4550,331.2,334.2,340.2,76.7,1,0,19.47%,2/11/2022
245.8,181.4,183.3,0,0,0,20.65%,2/9/2022,4575,299.84,345.4,351.5,0,0,0,19.09%,2/10/2022
179.12,168.3,170,-37.88,3,0,20.29%,2/11/2022,4600,265.52,357.1,363.3,0,0,0,18.72%,2/9/2022
192.3,155.5,157.3,-24.5,1,0,19.94%,2/11/2022,4625,316.83,368.9,375.6,41.71,7,0,18.33%,2/11/2022
171.9,143.4,145,-9.6,3,0,19.60%,2/11/2022,4650,330.57,382.1,388.4,0,0,1,17.97%,2/10/2022
186.27,131.5,133.3,0,0,0,19.25%,2/10/2022,4675,300.24,394.3,401.7,0,0,0,17.55%,2/9/2022
122.9,120.5,122.1,-24.6,8,4,18.92%,2/11/2022,4700,329.44,407.6,415.5,0,0,0,17.15%,2/10/2022
161.52,110,111.5,0,0,0,18.60%,2/9/2022,4725,374.52,421.8,430,0,0,0,16.78%,2/3/2022
110.8,100,101.5,-40.45,16,0,18.28%,2/11/2022,4750,331.34,437.4,445,0,0,0,16.43%,2/9/2022
141.41,90.7,92.1,0,0,0,17.98%,2/9/2022,4775,350.79,452.9,460.7,0,0,23,16.06%,2/9/2022
89.8,82,83.8,-23.2,3,0,17.71%,2/11/2022,4800,405.76,468.9,477,45.25,1,2,15.69%,2/11/2022
92.2,74,75.7,-1.75,53,0,17.45%,2/11/2022,4825,378.41,485.7,493.9,0,0,24,15.32%,2/9/2022
83.4,66.6,68.2,-7.6,1,0,17.19%,2/11/2022,4850,427.27,503,511.5,0,0,0,14.95%,2/1/2022
79.8,59.8,61,0,0,0,16.94%,2/7/2022,4875,442.17,519.7,529.7,0,0,20,14.50%,2/1/2022
70.7,53.7,55.1,-14.3,8,0,16.74%,2/11/2022,4900,489.88,537.7,548.5,0,0,20,14.08%,2/10/2022
51.1,48.1,49.5,-22.9,6,0,16.55%,2/11/2022,4925,619.34,556.9,567.9,0,0,0,13.70%,1/28/2022
70.68,42.9,44.4,0,0,0,16.37%,2/10/2022,4950,548.34,576.7,587.8,0,0,0,13.30%,1/31/2022
50.22,38.4,39.8,-12.4,1,0,16.21%,2/11/2022,4975,476.57,598.5,606.5,0,0,0,12.85%,2/2/2022
46,34.4,35.7,0,0,0,16.08%,2/10/2022,5000,575.26,620.8,627.4,0,0,0,12.54%,1/31/2022
45.81,30.8,32,0,0,0,15.96%,2/3/2022,5025,513.67,641.3,648.7,0,0,0,11.93%,2/9/2022
36.11,27.3,28.8,-0.3,1,0,15.84%,2/11/2022,5050,615.85,662,670.4,0,0,0,11.13%,1/31/2022
30.5,24.4,25.9,0,0,0,15.75%,1/25/2022,5075,553.04,683.9,692.4,0,0,0,10.15%,2/9/2022
30.07,21.9,23.3,0,0,0,15.68%,2/7/2022,5100,804.21,706.2,714.8,0,0,0,7.88%,1/24/2022
26.3,19.6,20.9,0,0,0,15.61%,2/4/2022,5125,826.98,728.7,737.5,0,0,0,10.32%,1/25/2022
23.1,17.5,18.7,0,0,0,15.54%,2/10/2022,5150,612.02,751.6,760.3,0,0,0,7.62%,2/9/2022
23.09,15.7,16.9,0,0,0,15.51%,1/31/2022,5175,771.72,774.6,783.5,0,0,0,0.00%,1/21/2022
17.86,14.1,15.1,-3.94,2,0,15.46%,2/11/2022,5200,654.88,797.8,806.8,0,0,0,0.00%,1/18/2022
19.01,12.6,13.6,0,0,0,15.42%,2/3/2022,5225,744.65,822,830.2,0,0,0,0.00%,2/3/2022
18.07,11.3,12.3,0,0,0,15.41%,2/9/2022,5250,793.79,845.5,853.9,0,0,0,0.00%,1/31/2022
15.48,10.2,11.1,0,0,0,15.40%,2/3/2022,5275,999.66,869.2,877.6,0,0,0,0.00%,1/28/2022
14.21,9.1,10,0,0,2,15.38%,2/10/2022,5300,840.43,892.3,901.5,0,0,0,0.00%,1/31/2022
12.28,8.2,9.1,0,0,0,15.39%,2/3/2022,5325,863.8,916.9,925.5,0,0,0,0.00%,1/21/2022
11.1,7.4,8.2,0,0,0,15.39%,2/10/2022,5350,"1,035.49",940.7,949.6,0,0,0,0.00%,1/25/2022
8.97,6.6,7.5,0,0,0,15.40%,2/3/2022,5375,823.92,964.4,973.7,0,0,0,0.00%,1/18/2022
9.3,6,6.8,0,0,0,15.42%,2/1/2022,5400,997.18,988.6,998,0,0,0,0.00%,1/21/2022
5.46,5.4,6.2,0,0,0,15.44%,1/28/2022,5425,"1,100.97",1012.9,1022.3,0,0,0,0.00%,1/24/2022
6.82,4.8,5.7,0,0,0,15.45%,2/3/2022,5450,"1,138.48",1037.2,1046.6,0,0,0,0.00%,1/25/2022
0,4.4,5.3,0,0,0,15.52%,N/A,5475,"1,156.46",1062.4,1071,0,0,0,0.00%,1/25/2022
4.7,4,4.9,-1.9,50,0,15.71%,2/11/2022,5500,913.97,1086.3,1095.5,0,0,0,0.00%,1/19/2022
5.39,3.3,4.1,0,0,0,15.65%,1/31/2022,5550,"1,141.30",1135.1,1144.5,0,0,0,0.00%,1/21/2022
9.35,2.75,3.5,0,0,0,15.76%,1/7/2022,5600,"1,165.62",1184.2,1193.7,0,0,0,0.00%,1/21/2022
2.45,2.25,3,-0.35,60,0,15.70%,2/11/2022,5650,"1,098.83",1233.5,1243,0,0,0,0.00%,1/20/2022
2.28,1.9,2.6,0,0,0,15.99%,2/10/2022,5700,"1,373.14",1282.8,1292.3,0,0,0,0.00%,1/25/2022
2.65,1.6,2.25,0,0,0,16.12%,1/26/2022,5750,"1,339.58",1332.2,1341.8,0,0,0,0.00%,1/21/2022
1.7,1.4,2,0,0,0,16.30%,2/7/2022,5800,"1,364.19",1381.7,1391.3,0,0,0,0.00%,1/21/2022
1.47,1.1,1.6,0,0,0,16.70%,2/3/2022,5900,"1,467.07",1480.9,1490.4,0,0,0,0.00%,1/21/2022
1.07,0.8,1.3,0,0,0,17.03%,2/3/2022,6000,"1,548.68",1580,1589.7,0,0,0,0.00%,1/21/2022
1.04,0.65,1.05,0,0,0,17.41%,1/18/2022,6100,"1,666.90",1679.5,1689,0,0,0,0.00%,1/21/2022
0.82,0.5,0.9,0,0,0,17.80%,1/28/2022,6200,"1,618.52",1779.3,1788.4,0,0,0,0.00%,1/18/2022
0.71,0.35,0.8,0,0,0,18.17%,2/1/2022,6300,"1,858.18",1879,1887.8,0,0,0,0.00%,1/21/2022
0.67,0.15,0.7,0,0,0,18.34%,1/28/2022,6400,"1,822.36",1978.2,1987.2,0,0,0,0.00%,1/18/2022
0.75,0.15,0.6,0,0,0,18.79%,1/6/2022,6500,"1,922.25",2077.7,2086.7,0,0,0,0.00%,1/18/2022
0.27,0.1,0.55,0,0,0,19.19%,2/9/2022,6600,"2,016.12",2177.2,2186.1,0,0,0,0.00%,1/18/2022
0.78,0.05,0.5,0,0,0,19.54%,1/3/2022,6700,0,2277.6,2285.6,0,0,0,0.00%,N/A
0.37,0.1,0.5,0,0,0,20.30%,1/28/2022,6800,"2,227.12",2377,2385.1,0,0,0,0.00%,1/18/2022
0.32,0.05,0.45,0,0,0,21.18%,1/28/2022,7000,"2,484.94",2576,2584.1,0,0,0,0.00%,10/20/2021
0.3,0.05,0.4,0,0,0,0.00%,1/28/2022,7200,"2,623.88",2773.4,2783.1,0,0,0,0.00%,1/18/2022
0.12,0.05,0.35,0,0,0,0.00%,1/10/2022,7400,"2,743.36",2973,2982.1,0,0,0,0.00%,11/10/2021
0.15,0.05,0.3,0.05,1,0,23.54%,2/11/2022,7600,"2,975.69",3171.2,3181.1,0,0,0,0.00%,11/10/2021
